8.90E+02,4.73E+03,4.47E+03,8.53E+03
9.00E+02,4.75E+03,4.48E+03,8.17E+03
9.10E+02,4.83E+03,4.52E+03,8.12E+03
9.20E+02,4.88E+03,4.60E+03,8.05E+03
9.30E+02,4.90E+03,4.62E+03,7.91E+03
9.40E+02,4.91E+03,4.62E+03,7.70E+03
9.50E+02,4.95E+03,4.64E+03,7.55E+03
9.60E+02,5.10E+03,4.75E+03,7.53E+03
9.70E+02,5.17E+03,4.68E+03,7.18E+03
9.80E+02,5.12E+03,4.78E+03,7.03E+03
9.90E+02,5.18E+03,4.87E+03,6.97E+03
1.00E+03,5.23E+03,4.88E+03,6.94E+03
1.01E+03,5.20E+03,4.94E+03,6.95E+03
1.02E+03,5.29E+03,4.90E+03,6.48E+03
1.03E+03,5.35E+03,5.04E+03,6.40E+03
1.04E+03,5.37E+03,5.03E+03,6.20E+03
1.05E+03,5.48E+03,5.08E+03,5.97E+03
1.06E+03,5.47E+03,5.13E+03,6.16E+03
1.07E+03,5.49E+03,5.12E+03,5.96E+03
1.08E+03,5.62E+03,5.24E+03,5.98E+03
1.09E+03,5.64E+03,5.26E+03,5.77E+03
1.10E+03,5.65E+03,5.24E+03,5.31E+03
1.11E+03,5.67E+03,5.32E+03,5.44E+03
1.12E+03,5.72E+03,5.34E+03,5.45E+03
1.13E+03,5.76E+03,5.40E+03,5.13E+03
1.14E+03,5.82E+03,5.45E+03,4.99E+03
1.15E+03,5.83E+03,5.47E+03,4.93E+03
1.16E+03,5.90E+03,5.53E+03,4.70E+03
1.17E+03,5.96E+03,5.55E+03,4.68E+03
1.18E+03,6.00E+03,5.60E+03,4.51E+03
1.19E+03,6.00E+03,5.59E+03,4.23E+03
1.20E+03,6.04E+03,5.63E+03,3.91E+03
1.21E+03,6.05E+03,5.65E+03,4.03E+03
1.22E+03,6.10E+03,5.71E+03,3.78E+03
1.23E+03,6.14E+03,5.76E+03,3.83E+03
1.24E+03,6.18E+03,5.78E+03,3.61E+03
1.25E+03,6.24E+03,5.87E+03,3.62E+03
1.26E+03,6.30E+03,5.90E+03,3.33E+03
1.27E+03,6.27E+03,5.90E+03,3.36E+03
1.28E+03,6.29E+03,5.94E+03,3.23E+03
1.29E+03,6.37E+03,5.97E+03,2.59E+03
